MAE,RMSE,MAPE,sMAPE,MASE,fold,origin,model
1547.2283333333335,2034.8814219826177,13.412721696034186,14.051473739331986,0.859563237890941,3,2025-09-02,Seasonal naive (t-364)
954.5243333333332,1318.968321388286,8.325465514442723,8.554363505850414,0.5302863248620006,3,2025-09-02,Day-of-week mean (8w)
1818.402997665902,2337.0726030704905,17.14206883633586,15.739052477359172,1.0102144168320097,3,2025-09-02,Random Forest
1383.9278903302063,1737.3410060928402,12.974319828094947,12.213756896258745,0.7688416200710374,3,2025-09-02,LightGBM
938.6414606650961,1201.320048262737,8.339878218897042,8.398161880234891,0.5214625894354996,3,2025-09-02,"SARIMA(1,1,1)(1,1,1,7)"
1562.3526666666662,1794.0155059047468,15.424542438276987,14.125162826744065,0.8717522451731164,4,2025-10-02,Naive (last value)
1011.9939999999999,1272.3728515153618,9.542564973490279,9.252313749455613,0.5646663909013221,4,2025-10-02,Seasonal naive (t-7)
4189.983000000001,6434.426108249541,39.97619014025278,43.86520146164717,2.3379017845440733,4,2025-10-02,Seasonal naive (t-364)
831.9119166666666,1101.9659559046331,8.047971871537401,7.6224904038106835,0.46418526150547146,4,2025-10-02,Day-of-week mean (8w)
1173.7149212010818,1429.9191168430139,11.223337128798414,10.778780266912666,0.6549024682968916,4,2025-10-02,Random Forest
994.498370396701,1287.3088932559942,9.539029645994722,9.065550132496368,0.5549042835917519,4,2025-10-02,LightGBM
823.5639979293014,1062.1959125265912,7.862436885920003,7.621909834039614,0.4595273394773117,4,2025-10-02,"SARIMA(1,1,1)(1,1,1,7)"
1378.3946666666673,1716.714062589729,12.988850082706815,12.440740153458512,0.7759418367049173,5,2025-11-01,Naive (last value)
1217.3473333333336,1527.8430597915917,11.47089706358055,11.009441029619035,0.6852832128397428,5,2025-11-01,Seasonal naive (t-7)
1742.5693333333334,2203.1104680050275,15.495280835279049,16.702842747166855,0.9809472437688356,5,2025-11-01,Seasonal naive (t-364)
992.0501250000001,1306.474150859484,8.99793805918206,9.032197896367538,0.5584563076969556,5,2025-11-01,Day-of-week mean (8w)
1424.3580905482215,1965.130373406641,12.604376309850085,12.860655283250344,0.8018160978366348,5,2025-11-01,Random Forest
997.0536461477378,1370.5623344485373,8.808025905326797,9.036125153511133,0.5612729475775758,5,2025-11-01,LightGBM
957.5748915030628,1354.8424302922415,8.660087326863634,8.618616079259706,0.5390491113058559,5,2025-11-01,"SARIMA(1,1,1)(1,1,1,7)"
1149.5450000000005,1490.3659806738747,11.127621809796809,10.502873071373706,0.6502029263029674,6,2025-12-01,Naive (last value)
1384.4363333333333,1679.1429578121097,12.682150004964116,12.91991120667732,0.7830616071693438,6,2025-12-01,Seasonal naive (t-7)
1878.1786666666667,2408.9228672541594,16.246571395842455,18.41075884172842,1.0623309789407736,6,2025-12-01,Seasonal naive (t-364)
997.7371666666666,1299.649198998963,8.95522453995454,9.06666565312312,0.5643377383642204,6,2025-12-01,Day-of-week mean (8w)
973.3103172697569,1353.9427811966184,8.238376582105772,8.778686417178982,0.550521481533707,6,2025-12-01,Random Forest
1078.4918373079054,1353.3675257899458,9.319976651590377,9.93214697175087,0.6100140043334219,6,2025-12-01,LightGBM
918.3042547850422,1213.7449200895987,8.406381001400202,8.412605037102173,0.5194090824610605,6,2025-12-01,"SARIMA(1,1,1)(1,1,1,7)"
907.0074824262974,1138.9705484605913,8.965842627194158,8.504202670622728,0.496636821721854,1,2025-07-04,Ensemble (mean)
969.443526581935,1232.9432148837502,9.148123323526942,9.027582674391907,0.5365721735667823,2,2025-08-03,Ensemble (mean)
998.974382584754,1294.8428254424816,9.051685912148798,8.959964926371484,0.5549805651598427,3,2025-09-02,Ensemble (mean)
854.0459480396038,1104.3252994645782,8.21083165976004,7.859981935967079,0.4765354766366413,4,2025-10-02,Ensemble (mean)
925.6563791671673,1291.093245532329,8.289959967095038,8.372443597810369,0.5210811739032131,5,2025-11-01,Ensemble (mean)
923.6576122178097,1186.1226649975304,8.172070663411922,8.435143763345932,0.5224370358411643,6,2025-12-01,Ensemble (mean)
