effect,p_value
3.1428571428571104,0.9553685721451441
-131.46964285714353,0.2316267566388358
16.68357142857144,0.8667828584360445
37.84464285714307,0.6194762146375666
-12.840000000000146,0.8585612436451175
-37.716071428571695,0.6137061446170657
-112.38928571428573,0.4602334206996017
104.26535714285751,0.0961595014961931
122.83642857142877,0.42127765432709813
119.26107142857131,0.07541809425996299
24.96535714285733,0.755019346359043
-41.57071428571453,0.6042717759168487
8.271428571428714,0.8938960992324276
-5.4346428571423075,0.930778025961473
131.37035714285707,0.40547895599779854
102.01999999999998,0.34324706090783413
146.52035714285694,0.10522763631699321
85.37035714285707,0.15374646948582163
73.68714285714259,0.4818792806477919
-30.263571428571368,0.7022219592573322
-83.4571428571428,0.26826592841253327
30.315000000000055,0.6480819140177864
44.050714285713866,0.4989314334334447
-23.33749999999941,0.6747586860053576
-86.4675000000002,0.2011897723672761
46.269999999999754,0.33279521910313553
74.30357142857156,0.26504712411189596
30.23750000000041,0.6568084365612661
-21.551428571428687,0.7328661055305425
60.213214285714685,0.6912622521755711
-99.67678571428542,0.09748039719946604
-15.610714285714948,0.80723757884076
63.64428571428607,0.3585164650768497
-56.88607142857131,0.3499702255822361
7.110000000000127,0.9004982848000965
69.13035714285684,0.2672374483241266
-76.0185714285717,0.2997083477395693
60.43964285714242,0.3567747221642228
100.8232142857139,0.14953428667160248
89.99535714285685,0.13346079560741417
167.4078571428572,0.012947538608246163
26.225357142856865,0.7202914354918298
-116.4960714285719,0.10441237008222011
-57.512500000000045,0.3761564370895556
37.032142857142844,0.4943159208018604
85.11321428571455,0.18517031323097785
27.0996428571425,0.6856393831816001
4.679285714285243,0.9328658690908967
-75.37678571428569,0.2506594744316474
-25.19821428571413,0.7036207460840239
113.74500000000035,0.46244863494160393
-2.8253571428572286,0.9639814991366257
-59.73000000000002,0.6970365099189186
38.75964285714281,0.4666268361337477
-14.90535714285761,0.8397975097576124
-33.34392857142848,0.5584670572731528
-37.52892857142888,0.5083970913544987
37.813214285714366,0.6047913318109331
16.984285714285534,0.7689844372085927
-39.64535714285739,0.5277545133520118
7.354642857142835,0.9210295260204737
10.295714285714212,0.9234837448072086
29.75785714285712,0.5978747439880344
56.54428571428525,0.3332628531354643
-55.66142857142859,0.3250523006004559
-108.94285714285729,0.1707059432282918
-7.185714285713857,0.9186694318977483
64.549642857143,0.29063808169617195
-43.75785714285712,0.37848922973520127
27.899285714285725,0.6235626159080794
-214.22964285714306,0.16062864791433534
139.50571428571425,0.02688144412988355
100.16071428571468,0.14360190200736536
11.470714285714394,0.8714763800036002
-56.32035714285735,0.4923605985593158
-84.13607142857131,0.322395449091309
-36.00642857142884,0.6816882671075302
-80.44499999999971,0.35602232234093883
57.04964285714232,0.48500444950131566
-27.153571428571013,0.6829402046772888
-0.1896428571430988,0.9990144730368372
-8.281428571428705,0.9084048113231559
39.54928571428559,0.6559344862544315
-82.1792857142857,0.27329992352536675
-35.872857142856674,0.449164415020773
119.11464285714283,0.07928390262542706
87.51535714285706,0.3196427440288418
-82.22071428571417,0.15543827180567535
73.99821428571454,0.22981501517248448
3.861071428571904,0.9556614230824976
133.3139285714285,0.21303374381250642
130.408928571429,0.07635638996537374
-34.36785714285702,0.6456654478741337
17.54857142857145,0.736463259929507
-83.38321428571408,0.23165141418499482
-31.81178571428495,0.6223817305457101
-51.495000000000346,0.4081083367191939
128.04071428571456,0.06230928091854777
36.374642857143044,0.5685311992289152
74.40035714285705,0.3278509188766587
-113.61928571428643,0.057681601345071803
-22.403214285714057,0.5973557199930869
16.832142857143253,0.7932316897611221
88.98392857142903,0.18674167850256487
16.00999999999931,0.8142579060050185
-41.551071428571504,0.50800034860378
74.08964285714251,0.3878651964905756
75.75571428571493,0.21771082058737504
-20.914642857142553,0.7361543571012973
-20.632142857142753,0.7623706596145876
44.33607142857181,0.5265095248995355
31.089999999999918,0.772060314569375
30.050714285714548,0.6484590063908847
43.287142857142726,0.5960475904829239
